    subject              activity    TimeBodyAccMeanX    TimeBodyAccMeanY    TimeBodyAccMeanZ    TimeBodyAccStdDevX    TimeBodyAccStdDevY    TimeBodyAccStdDevZ    TimeGravityAccMeanX    TimeGravityAccMeanY    TimeGravityAccMeanZ    TimeGravityAccStdDevX    TimeGravityAccStdDevY    TimeGravityAccStdDevZ    TimeBodyAccJerkMeanX    TimeBodyAccJerkMeanY    TimeBodyAccJerkMeanZ    TimeBodyAccJerkStdDevX    TimeBodyAccJerkStdDevY    TimeBodyAccJerkStdDevZ    TimeBodyGyroMeanX    TimeBodyGyroMeanY    TimeBodyGyroMeanZ    TimeBodyGyroStdDevX    TimeBodyGyroStdDevY    TimeBodyGyroStdDevZ    TimeBodyGyroJerkMeanX    TimeBodyGyroJerkMeanY    TimeBodyGyroJerkMeanZ    TimeBodyGyroJerkStdDevX    TimeBodyGyroJerkStdDevY    TimeBodyGyroJerkStdDevZ    TimeBodyAccMagMean    TimeBodyAccMagStdDev    TimeGravityAccMagMean    TimeGravityAccMagStdDev    TimeBodyAccJerkMagMean    TimeBodyAccJerkMagStdDev    TimeBodyGyroMagMean    TimeBodyGyroMagStdDev    TimeBodyGyroJerkMagMean    TimeBodyGyroJerkMagStdDev    FreqBodyAccMeanX    FreqBodyAccMeanY    FreqBodyAccMeanZ    FreqBodyAccStdDevX    FreqBodyAccStdDevY    FreqBodyAccStdDevZ    FreqBodyAccMeanFreqX    FreqBodyAccMeanFreqY    FreqBodyAccMeanFreqZ    FreqBodyAccJerkMeanX    FreqBodyAccJerkMeanY    FreqBodyAccJerkMeanZ    FreqBodyAccJerkStdDevX    FreqBodyAccJerkStdDevY    FreqBodyAccJerkStdDevZ    FreqBodyAccJerkMeanFreqX    FreqBodyAccJerkMeanFreqY    FreqBodyAccJerkMeanFreqZ    FreqBodyGyroMeanX    FreqBodyGyroMeanY    FreqBodyGyroMeanZ    FreqBodyGyroStdDevX    FreqBodyGyroStdDevY    FreqBodyGyroStdDevZ    FreqBodyGyroMeanFreqX    FreqBodyGyroMeanFreqY    FreqBodyGyroMeanFreqZ    FreqBodyAccMagMean    FreqBodyAccMagStdDev    FreqBodyAccMagMeanFreq    FreqBodyBodyAccJerkMagMean    FreqBodyBodyAccJerkMagStdDev    FreqBodyBodyAccJerkMagMeanFreq    FreqBodyBodyGyroMagMean    FreqBodyBodyGyroMagStdDev    FreqBodyBodyGyroMagMeanFreq    FreqBodyBodyGyroJerkMagMean    FreqBodyBodyGyroJerkMagStdDev    FreqBodyBodyGyroJerkMagMeanFreq    angletBodyAccMean,gravity    angletBodyAccJerkMean,gravityMean    angletBodyGyroMean,gravityMean    angletBodyGyroJerkMean,gravityMean    angleX,gravityMean    angleY,gravityMean    angleZ,gravityMean
          5              STANDING               0.283            -0.00700             -0.1022              -0.96859              -0.86944              -0.86933                  0.960               -0.03871                0.13864                   -0.974                   -0.932                   -0.915                  0.0725               -2.22e-03               -1.23e-02                  -0.96265                  -0.93122                   -0.9638            -0.032271             -0.05099             0.069095                -0.9104               -0.93374                -0.9075                  -0.0922                  -0.0399                 -0.04222                    -0.9419                    -0.9612                   -0.94476             -0.906105                 -0.8798                -0.906105                    -0.8798                  -0.95686                     -0.9430                -0.9007                  -0.8670                    -0.9584                      -0.9480             -0.9645            -0.89080             -0.9151              -0.97067              -0.86793               -0.8582               -1.64e-02               -0.008944               -0.028288                -0.96306                -0.93137                 -0.9584                  -0.96578                  -0.93620                  -0.96807                     0.15046                   -1.44e-01                    -0.03336              -0.9097              -0.9394              -0.9072                 -0.913                -0.9319                -0.9168                 -0.17860                 -0.16294                -0.109180              -0.90464               -0.886745                 -0.016942                     -0.941826                         -0.9436                           0.14097                  -0.904544                      -0.8689                      -0.157769                        -0.9523                          -0.9462                          -0.039314                    -8.61e-03                            -0.005722                          0.086699                             -8.29e-02                -0.863              1.10e-01             -0.075451
          5                LAYING               0.278            -0.01830             -0.1079              -0.96593              -0.96930              -0.96856                 -0.483                0.95489                0.26364                   -0.946                   -0.986                   -0.977                  0.0848                7.47e-03               -3.04e-03                  -0.98331                  -0.96456                   -0.9854            -0.021894             -0.07987             0.159894                -0.9795               -0.97743                -0.9606                  -0.1021                  -0.0404                 -0.07083                    -0.9834                    -0.9838                   -0.98968             -0.966778                 -0.9586                -0.966778                    -0.9586                  -0.98014                     -0.9775                -0.9469                  -0.9583                    -0.9864                      -0.9838             -0.9687            -0.96542             -0.9770              -0.96495              -0.97291               -0.9659               -1.36e-01                0.466528                0.132311                -0.98269                -0.96533                 -0.9833                  -0.98563                  -0.96624                  -0.98614                     0.23992                    1.96e-01                     0.09169              -0.9758              -0.9782              -0.9632                 -0.981                -0.9773                -0.9633                 -0.02272                  0.06812                 0.041360              -0.96223               -0.962525                  0.292032                     -0.977356                         -0.9764                           0.19701                  -0.968257                      -0.9593                       0.102442                        -0.9846                          -0.9834                           0.024737                     2.12e-02                             0.055365                         -0.005813                             -3.44e-02                 0.599             -8.25e-01             -0.168146
          6               WALKING               0.284            -0.01690             -0.1103              -0.29654               0.16421              -0.50432                  0.958               -0.21469                0.03319                   -0.978                   -0.964                   -0.957                  0.0700               -1.65e-02               -7.39e-03                  -0.13278                   0.00809                   -0.5758            -0.025510             -0.07445             0.083881                -0.4460               -0.33170                -0.3831                  -0.0879                  -0.0362                 -0.05396                    -0.1826                    -0.4164                   -0.16668             -0.166841                 -0.2667                -0.166841                    -0.2667                  -0.19512                     -0.0706                -0.2812                  -0.3656                    -0.3213                      -0.3647             -0.1879             0.14078             -0.4985              -0.34523               0.10170               -0.5505               -1.97e-01                0.022073                0.185107                -0.15094                -0.07537                 -0.5414                  -0.19269                   0.03145                  -0.60862                    -0.17830                   -4.66e-01                    -0.10413              -0.2397              -0.3414              -0.2036                 -0.515                -0.3320                -0.5122                  0.09124                  0.04163                 0.302875              -0.20139               -0.421683                  0.200090                     -0.055401                         -0.0965                          -0.00923                  -0.329681                      -0.5106                       0.293110                        -0.3665                          -0.4081                           0.100925                    -6.80e-02                             0.005595                         -0.051058                             -8.19e-02                -0.806              2.30e-01             -0.001304
          6      WALKING_UPSTAIRS               0.268            -0.02724             -0.1221              -0.05014               0.18928              -0.35352                  0.914               -0.34073               -0.01846                   -0.959                   -0.913                   -0.906                  0.0721                3.71e-03               -2.38e-03                  -0.18030                  -0.04140                   -0.5608            -0.076741             -0.05190             0.066423                -0.3220               -0.31580                -0.1839                  -0.0652                  -0.0458                 -0.05768                    -0.1868                    -0.4865                   -0.17081              0.017779                 -0.0792                 0.017779                    -0.0792                  -0.20738                     -0.1700                -0.1291                  -0.1999                    -0.3429                      -0.4401             -0.1311             0.09780             -0.4272              -0.02113               0.15912               -0.3659               -4.45e-01               -0.094883               -0.066787                -0.24481                -0.12299                 -0.5493                  -0.18682                  -0.01698                  -0.57167                    -0.44196                   -5.01e-01                    -0.40168              -0.1151              -0.3297              -0.0464                 -0.390                -0.3136                -0.3100                 -0.05591                 -0.12947                 0.010293              -0.08195               -0.222161                 -0.014015                     -0.169868                         -0.1777                          -0.06124                  -0.230627                      -0.3182                       0.014481                        -0.4592                          -0.4559                           0.028505                     8.64e-03                             0.003211                          0.128194                             -9.94e-02                -0.679              3.19e-01              0.034533
          6    WALKING_DOWNSTAIRS               0.277            -0.01954             -0.1072               0.38368               0.36016              -0.32020                  0.929               -0.21405               -0.00308                   -0.954                   -0.934                   -0.934                  0.1037                9.88e-03               -9.32e-03                   0.16527                   0.27654                   -0.3368            -0.096084             -0.03418             0.087001                -0.1983               -0.18923                -0.0941                  -0.0256                  -0.0768                 -0.03722                     0.0393                    -0.1935                    0.19321              0.333755                  0.3736                 0.333755                     0.3736                   0.10385                      0.2095                 0.0143                  -0.0426                    -0.0829                      -0.1112              0.3283             0.33977             -0.2776               0.40337               0.28325               -0.4060               -4.12e-01                0.021911                0.306253                 0.13655                 0.13720                 -0.2831                   0.08865                   0.34124                  -0.38906                    -0.31576                   -4.84e-01                    -0.03483               0.0634              -0.1303               0.1528                 -0.287                -0.2355                -0.2757                  0.00150                  0.15113                 0.302964               0.39596                0.144623                  0.106479                      0.243834                          0.1548                          -0.00161                  -0.014374                      -0.2424                       0.230693                        -0.1327                          -0.1457                           0.036946                    -4.53e-02                            -0.035837                          0.312707                             -2.07e-01                -0.804              2.33e-01              0.023962
          6               SITTING               0.277            -0.01459             -0.1101              -0.98016              -0.92368              -0.92580                  0.934                0.06826                0.06952                   -0.989                   -0.961                   -0.955                  0.0755                2.56e-06                6.24e-03                  -0.96993                  -0.94514                   -0.9586            -0.037244             -0.08991             0.085435                -0.9574               -0.94413                -0.9397                  -0.0937                  -0.0334                 -0.04655                    -0.9437                    -0.9618                   -0.95879             -0.949544                 -0.9316                -0.949544                    -0.9316                  -0.96273                     -0.9482                -0.9327                  -0.9213                    -0.9629                      -0.9502             -0.9754            -0.92826             -0.9358              -0.98245              -0.92568               -0.9258                3.05e-03                0.123382                0.081846                -0.97104                -0.94707                 -0.9542                  -0.97149                  -0.94688                  -0.96164                     0.09994                   -1.51e-01                    -0.09135              -0.9397              -0.9439              -0.9348                 -0.963                -0.9449                -0.9473                  0.13941                 -0.12924                 0.043810              -0.93575               -0.939547                  0.128902                     -0.948349                         -0.9473                           0.17184                  -0.929726                      -0.9295                       0.046174                        -0.9520                          -0.9512                           0.121847                     2.33e-03                            -0.023816                          0.047927                             -3.51e-02                -0.785              3.61e-02             -0.027823
          6              STANDING               0.280            -0.01812             -0.1122              -0.98176              -0.92149              -0.92569                  0.945               -0.23025                0.01392                   -0.986                   -0.968                   -0.943                  0.0731                8.72e-03               -4.82e-03                  -0.97313                  -0.94936                   -0.9675            -0.028252             -0.05898             0.076739                -0.9476               -0.94249                -0.9478                  -0.1033                  -0.0429                 -0.05064                    -0.9464                    -0.9624                   -0.96276             -0.945023                 -0.9393                -0.945023                    -0.9393                  -0.96710                     -0.9561                -0.9394                  -0.9159                    -0.9634                      -0.9525             -0.9771            -0.93034             -0.9429              -0.98407              -0.92145               -0.9221                6.65e-02               -0.086632                0.020882                -0.97348                -0.95141                 -0.9637                  -0.97524                  -0.95068                  -0.96990                     0.18656                   -2.51e-01                    -0.07153              -0.9316              -0.9433              -0.9432                 -0.953                -0.9425                -0.9545                 -0.11472                 -0.19598                -0.077875              -0.94595               -0.944564                  0.037354                     -0.955914                         -0.9554                           0.19094                  -0.926664                      -0.9231                      -0.070120                        -0.9554                          -0.9521                           0.027625                     1.23e-02                            -0.007379                          0.067269                              5.87e-02                -0.760              2.41e-01              0.012127
          6                LAYING               0.249            -0.01025             -0.1331              -0.93405              -0.92464              -0.92522                 -0.477                0.95659                0.17587                   -0.888                   -0.959                   -0.928                  0.0963               -1.15e-03                3.29e-03                  -0.96634                  -0.93367                   -0.9596            -0.007961             -0.10722             0.179102                -0.9554               -0.94363                -0.9391                  -0.1113                  -0.0424                 -0.07178                    -0.9396                    -0.9586                   -0.95958             -0.918879                 -0.8973                -0.918879                    -0.8973                  -0.95475                     -0.9503                -0.9090                  -0.9209                    -0.9556                      -0.9532             -0.9391            -0.92371             -0.9380              -0.93246              -0.92971               -0.9240               -2.20e-01                0.348419                0.161458                -0.96707                -0.93604                 -0.9544                  -0.96862                  -0.93572                  -0.96357                     0.01147                   -2.22e-02                     0.07847              -0.9354              -0.9418              -0.9326                 -0.962                -0.9454                -0.9471                  0.10255                  0.02366                 0.044523              -0.91235               -0.905374                  0.144605                     -0.948655                         -0.9516                           0.18253                  -0.930154                      -0.9287                       0.119318                        -0.9537                          -0.9555                           0.163765                     4.99e-03                             0.032217                          0.085939                             -3.51e-02                 0.593             -8.75e-01             -0.106624
          7               WALKING               0.276            -0.01865             -0.1109              -0.32724              -0.07726               0.15963                  0.933               -0.15910               -0.16085                   -0.980                   -0.969                   -0.952                  0.0901                1.84e-02               -2.10e-02                  -0.34603                  -0.05474                   -0.1495             0.002288             -0.08371             0.064110                -0.5033               -0.23110                -0.3960                  -0.1237                  -0.0448                 -0.04957                    -0.2117                    -0.1741                   -0.45830             -0.097809                 -0.1986                -0.097809                    -0.1986                  -0.19295                     -0.0276                -0.3060                  -0.1983                    -0.3000                      -0.0953             -0.3430            -0.06416              0.0386              -0.32203              -0.14372                0.1333               -3.14e-01                0.160434                0.124630                -0.38372                -0.12319                 -0.1065                  -0.36531                  -0.04319                  -0.19075                    -0.28459                   -2.87e-01                    -0.24483              -0.3184              -0.1520              -0.3667                 -0.564                -0.2909                -0.4633                  0.11191                  0.27314                 0.014356              -0.15124               -0.351707                  0.172998                     -0.038419                         -0.0221                          -0.01274                  -0.192910                      -0.3439                       0.300316                        -0.1553                          -0.0842                           0.000880                    -2.36e-02                            -0.005381                         -0.052694                              5.39e-02                -0.748              1.92e-01              0.135381
          7      WALKING_UPSTAIRS               0.249            -0.02756             -0.1438              -0.29487              -0.32616              -0.14567                  0.819               -0.24095               -0.40360                   -0.933                   -0.940                   -0.882                  0.0725               -8.12e-04               -7.45e-05                  -0.41515                  -0.51990                   -0.6078            -0.138778             -0.00247             0.139217                -0.3639               -0.57300                -0.3490                  -0.0857                  -0.0482                 -0.07245                    -0.6168                    -0.6712                   -0.68218             -0.198074                 -0.3347                -0.198074                    -0.3347                  -0.45870                     -0.4713                -0.2391                  -0.4181                    -0.6620                      -0.6764             -0.3362            -0.38159             -0.3175              -0.27987              -0.34103               -0.1249               -4.33e-01               -0.135079               -0.273731                -0.45465                -0.53708                 -0.5818                  -0.42697                  -0.53419                  -0.63192                    -0.39118                   -4.25e-01                    -0.62756              -0.3839              -0.5679              -0.4082                 -0.369                -0.5800                -0.3931                 -0.32935                 -0.05412                -0.346106              -0.37862               -0.415307                 -0.089228                     -0.454783                         -0.4974                           0.04586                  -0.533983                      -0.4450                      -0.165201                        -0.6733                          -0.7041                           0.047335                     1.76e-02                             0.014003                          0.106104                             -1.18e-01                -0.519              2.49e-01              0.312062
          7    WALKING_DOWNSTAIRS               0.280            -0.01663             -0.0969               0.06608              -0.13818              -0.06364                  0.931               -0.12987               -0.15494                   -0.965                   -0.953                   -0.929                  0.0969               -1.91e-02               -1.60e-02                   0.02850                  -0.29628                   -0.3471            -0.105410             -0.04972             0.116895                -0.4077               -0.29263                -0.4011                  -0.0597                  -0.0382                 -0.07895                    -0.5107                    -0.2995                   -0.42520              0.019880                  0.2145                 0.019880                     0.2145                  -0.17032                      0.0902                -0.1887                  -0.2598                    -0.3992                      -0.2948              0.0443            -0.14530             -0.1392               0.07301              -0.19019               -0.1001               -3.66e-01               -0.031474                0.082442                -0.03052                -0.31624                 -0.2965                  -0.00426                  -0.32438                  -0.39777                    -0.33363                   -4.14e-01                    -0.38202              -0.3393              -0.2144              -0.2996                 -0.433                -0.3517                -0.4951                 -0.21987                  0.20057                 0.007637               0.21891                0.021444                  0.003803                      0.067390                          0.1079                          -0.03738                  -0.255045                      -0.3969                       0.235201                        -0.2891                          -0.3535                           0.081946                    -3.86e-02                            -0.030726                          0.259902                             -1.00e-01                -0.778              1.73e-01              0.131640
          7               SITTING               0.285            -0.01461             -0.1225              -0.97267              -0.90945              -0.85653                  0.969                0.00609                0.06496                   -0.957                   -0.945                   -0.869                  0.0669                1.17e-02                1.62e-02                  -0.98216                  -0.96946                   -0.9723            -0.049638             -0.03361             0.025948                -0.9419               -0.94412                -0.9370                  -0.0938                  -0.0396                 -0.04546                    -0.9744                    -0.9810                   -0.98095             -0.918432                 -0.8820                -0.918432                    -0.8820                  -0.97656                     -0.9702                -0.8979                  -0.8981                    -0.9817                      -0.9762             -0.9727            -0.93149             -0.9047              -0.97288              -0.90463               -0.8441               -3.34e-02                0.014717               -0.101766                -0.98204                -0.96942                 -0.9685                  -0.98403                  -0.97181                  -0.97470                     0.18013                   -8.15e-02                    -0.08575              -0.9436              -0.9567              -0.9474                 -0.943                -0.9382                -0.9398                 -0.07163                 -0.30876                -0.018774              -0.90896               -0.886916                 -0.011233                     -0.970954                         -0.9685                           0.18123                  -0.933082                      -0.8958                      -0.142831                        -0.9786                          -0.9750                           0.055364                     1.36e-02                            -0.038751                         -0.018370                             -3.28e-02                -0.931              7.97e-02             -0.023808
          7              STANDING               0.283            -0.01457             -0.0998              -0.97931              -0.92340              -0.91706                  0.959               -0.11761               -0.05166                   -0.988                   -0.966                   -0.939                  0.0752                6.95e-03               -1.08e-02                  -0.97640                  -0.96581                   -0.9721            -0.029158             -0.07743             0.085105                -0.9452               -0.94965                -0.9516                  -0.0902                  -0.0413                 -0.05454                    -0.9660                    -0.9768                   -0.97817             -0.942725                 -0.9336                -0.942725                    -0.9336                  -0.97338                     -0.9686                -0.9434                  -0.9184                    -0.9774                      -0.9721             -0.9767            -0.94188             -0.9386              -0.98054              -0.91912               -0.9124               -7.97e-02               -0.159730                0.000989                -0.97632                -0.96717                 -0.9682                  -0.97873                  -0.96685                  -0.97453                     0.09877                   -1.88e-01                    -0.08916              -0.9381              -0.9575              -0.9572                 -0.948                -0.9458                -0.9543                 -0.18806                 -0.29845                -0.188117              -0.94561               -0.937288                 -0.028845                     -0.967418                         -0.9691                           0.25676                  -0.938705                      -0.9198                      -0.187182                        -0.9737                          -0.9719                           0.095471                     1.02e-02                            -0.023834                         -0.075886                             -7.61e-03                -0.819              1.64e-01              0.057989
          7                LAYING               0.250            -0.02044             -0.1014              -0.93651              -0.92626              -0.95298                 -0.503                0.39344                0.90754                   -0.914                   -0.956                   -0.962                  0.0969                2.51e-02               -1.32e-02                  -0.98098                  -0.97309                   -0.9730            -0.002826             -0.13361             0.155920                -0.9601               -0.94507                -0.9553                  -0.1059                  -0.0359                 -0.06719                    -0.9738                    -0.9765                   -0.98887             -0.936392                 -0.9070                -0.936392                    -0.9070                  -0.98013                     -0.9673                -0.9158                  -0.9187                    -0.9830                      -0.9712             -0.9534            -0.94219             -0.9586              -0.93112              -0.92292               -0.9534               -6.36e-01               -0.043829                0.237112                -0.98039                -0.97253                 -0.9695                  -0.98356                  -0.97589                  -0.97507                     0.02072                   -4.51e-02                     0.09456              -0.9537              -0.9576              -0.9569                 -0.962                -0.9397                -0.9589                 -0.13975                 -0.45373                 0.014468              -0.92798               -0.910542                 -0.129091                     -0.968066                         -0.9654                           0.21761                  -0.941131                      -0.9189                      -0.265784                        -0.9741                          -0.9694                           0.104423                     3.64e-02                             0.019923                          0.063016                              4.86e-02                 0.612             -2.08e-01             -0.808554
          8               WALKING               0.275            -0.01866             -0.1073              -0.17361               0.38078              -0.14209                  0.914               -0.21710               -0.18627                   -0.975                   -0.957                   -0.957                  0.0703               -6.04e-03               -6.74e-04                  -0.25869                   0.23399                   -0.3832             0.023509             -0.09579             0.050966                -0.1992               -0.21200                -0.0754                  -0.1359                  -0.0315                 -0.05227                    -0.2461                    -0.4281                   -0.38845              0.051679                 -0.1804                 0.051679                    -0.1804                  -0.06683                     -0.1846                -0.0031                  -0.2387                    -0.3391                      -0.5030             -0.2474             0.31698             -0.2386              -0.14839               0.32484               -0.1584               -3.81e-01                0.003562                0.111947                -0.31120                 0.07968                 -0.3616                  -0.27145                   0.31588                  -0.40448                    -0.34590                   -4.19e-01                    -0.24749              -0.1021              -0.2597              -0.1329                 -0.234                -0.1908                -0.1430                 -0.17603                 -0.10288                -0.218801              -0.09522               -0.360819                  0.204081                     -0.123834                         -0.2764                           0.17619                  -0.301242                      -0.3275                       0.089001                        -0.4730                          -0.5812                           0.294590                     7.39e-02                            -0.033142                         -0.185504                              4.50e-02                -0.685              2.32e-01              0.153861
          8      WALKING_UPSTAIRS               0.259            -0.02824             -0.1151              -0.17171               0.34877               0.12119                  0.860               -0.29134               -0.19231                   -0.927                   -0.931                   -0.876                  0.0814                1.41e-02               -6.75e-02                  -0.18662                  -0.01235                   -0.4475             0.192704             -0.20421            -0.072455                -0.3674               -0.06670                 0.3375                  -0.1554                  -0.0279                 -0.05341                    -0.4051                    -0.4247                   -0.43037              0.121027                 -0.2272                 0.121027                    -0.2272                  -0.14149                     -0.2283                 0.1664                  -0.1093                    -0.4007                      -0.4940             -0.1664             0.26343             -0.0729              -0.17528               0.30540                0.1338               -2.90e-01               -0.100254               -0.191853                -0.20028                -0.02580                 -0.3867                  -0.24734                  -0.07008                  -0.50825                    -0.11599                   -3.44e-01                    -0.36878              -0.2403              -0.1132               0.1660                 -0.410                -0.0479                 0.2632                 -0.22104                 -0.18440                -0.296235              -0.13026               -0.409283                  0.207071                     -0.131851                         -0.3793                           0.27455                  -0.229611                      -0.1833                      -0.128115                        -0.4633                          -0.5757                           0.251663                     7.67e-02                            -0.097934                         -0.389305                              6.64e-02                -0.614              2.86e-01              0.160697
          8    WALKING_DOWNSTAIRS               0.283            -0.02111             -0.1076               0.02414               0.34383               0.13372                  0.914               -0.18761               -0.14182                   -0.946                   -0.942                   -0.897                  0.1189               -3.80e-02               -3.94e-02                   0.25014                   0.28814                   -0.0135            -0.121190             -0.05008             0.114144                -0.2584                0.02431                -0.1296                  -0.0349                  -0.0535                 -0.08679                    -0.2679                    -0.0705                   -0.18960              0.176599                  0.1313                 0.176599                     0.1313                   0.26263                      0.2534                 0.0993                  -0.0466                    -0.1262                      -0.1575              0.1366             0.38841              0.1596              -0.02605               0.23218                0.0215               -2.01e-01                0.051156                0.223078                 0.21484                 0.22064                  0.0586                   0.17266                   0.27394                  -0.08467                    -0.17100                   -3.38e-01                    -0.18039              -0.1307               0.1161               0.0277                 -0.303                -0.0461                -0.2683                 -0.17717                  0.07168                -0.005130               0.30163               -0.156141                  0.229145                      0.331528                          0.1347                           0.18142                  -0.000363                      -0.2556                       0.267676                        -0.1252                          -0.2630                           0.242844                    -1.44e-02                            -0.119465                          0.265291                             -1.62e-01                -0.734              2.13e-01              0.123085
          8               SITTING               0.267            -0.00673             -0.1045              -0.97903              -0.92733              -0.93955                  0.832                0.24010                0.26390                   -0.967                   -0.937                   -0.935                  0.0787               -6.58e-03               -1.07e-02                  -0.98519                  -0.98078                   -0.9853            -0.054740             -0.09551             0.071605                -0.9845               -0.97150                -0.9596                  -0.0923                  -0.0403                 -0.04457                    -0.9933                    -0.9889                   -0.98524             -0.952140                 -0.9299                -0.952140                    -0.9299                  -0.98606                     -0.9807                -0.9327                  -0.9530                    -0.9918                      -0.9868             -0.9811            -0.94422             -0.9594              -0.97826              -0.92383               -0.9339               -1.64e-01                0.107278                0.060048                -0.98498                -0.98022                 -0.9830                  -0.98691                  -0.98304                  -0.98619                     0.22783                    5.27e-02                     0.00884              -0.9822              -0.9766              -0.9618                 -0.985                -0.9689                -0.9626                  0.11674                 -0.26114                -0.043018              -0.94798               -0.931721                  0.121543                     -0.980932                         -0.9793                           0.30679                  -0.965807                      -0.9533                      -0.141126                        -0.9877                          -0.9861                           0.166639                     1.20e-02                            -0.017570                          0.012124                             -3.81e-02                -0.616             -8.67e-02             -0.169509
          8              STANDING               0.280            -0.01481             -0.1061              -0.98882              -0.93848              -0.92607                  0.958               -0.09046               -0.09794                   -0.988                   -0.959                   -0.918                  0.0754                8.15e-03                3.22e-03                  -0.98920                  -0.97644                   -0.9826            -0.021967             -0.02801             0.063689                -0.9730               -0.96942                -0.9741                  -0.0978                  -0.0485                 -0.04785                    -0.9816                    -0.9855                   -0.98927             -0.953763                 -0.9372                -0.953763                    -0.9372                  -0.98492                     -0.9799                -0.9528                  -0.9532                    -0.9876                      -0.9825             -0.9882            -0.95005             -0.9504              -0.98918              -0.93623               -0.9197                2.31e-02                0.077184                0.121181                -0.98903                -0.97618                 -0.9795                  -0.99041                  -0.97858                  -0.98447                     0.26730                   -5.98e-02                     0.06928              -0.9697              -0.9726              -0.9755                 -0.974                -0.9681                -0.9760                 -0.15424                 -0.19739                 0.022201              -0.95375               -0.938628                  0.110647                     -0.979746                         -0.9791                           0.30806                  -0.964564                      -0.9541                      -0.108780                        -0.9837                          -0.9818                           0.179174                     2.59e-02                            -0.008205                          0.015247                             -3.19e-02                -0.841              1.46e-01              0.090521
          8                LAYING               0.261            -0.02123             -0.1022              -0.94304              -0.93489              -0.93249                 -0.406                0.58992                0.71983                   -0.919                   -0.958                   -0.942                  0.0878                2.33e-02               -1.69e-02                  -0.97325                  -0.97652                   -0.9661             0.005354             -0.08914             0.138188                -0.9652               -0.95204                -0.9676                  -0.1064                  -0.0390                 -0.06941                    -0.9699                    -0.9742                   -0.98760             -0.935309                 -0.9133                -0.935309                    -0.9133                  -0.97315                     -0.9630                -0.9243                  -0.9325                    -0.9784                      -0.9690             -0.9535            -0.95182             -0.9443              -0.94013              -0.93124               -0.9311               -3.07e-01                0.005398                0.192436                -0.97311                -0.97588                 -0.9621                  -0.97596                  -0.97917                  -0.96870                     0.16498                    6.67e-03                     0.12025              -0.9579              -0.9574              -0.9675                 -0.968                -0.9503                -0.9707                 -0.10559                 -0.19988                 0.213568              -0.93228               -0.917258                  0.048499                     -0.961793                         -0.9638                           0.35082                  -0.944529                      -0.9368                      -0.062056                        -0.9684                          -0.9718                           0.219371                    -2.45e-02                            -0.021945                          0.010633                              1.37e-02                 0.543             -4.01e-01             -0.601885
          9               WALKING               0.279            -0.01809             -0.1108              -0.23835              -0.20170              -0.05796                  0.952               -0.03143               -0.11586                   -0.981                   -0.971                   -0.956                  0.0704                2.12e-02                4.15e-03                  -0.20673                  -0.27693                   -0.4098            -0.080836             -0.06256             0.111630                -0.4762               -0.46705                -0.2657                  -0.0809                  -0.0356                 -0.06334                    -0.5270                    -0.5492                   -0.45788             -0.098084                 -0.3794                -0.098084                    -0.3794                  -0.20373                     -0.3171                -0.2945                  -0.4897                    -0.5103                      -0.5999             -0.2947            -0.25768             -0.2508              -0.21802              -0.22397               -0.0338               -3.11e-01                0.021320                0.023783                -0.31427                -0.36771                 -0.3995                  -0.17023                  -0.22838                  -0.41910                    -0.37829                   -3.89e-01                    -0.36657              -0.3837              -0.4369              -0.2402                 -0.507                -0.4910                -0.3424                 -0.20062                  0.01648                -0.152104              -0.31880               -0.513892                  0.161673                     -0.316871                         -0.3223                           0.15924                  -0.513797                      -0.5627                       0.127416                        -0.6026                          -0.6244                           0.243222                    -2.60e-02                             0.062348                          0.121321                             -2.66e-02                -0.845              1.05e-01              0.103850
